sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004
PASD:ava_images___115226,PASD,ava_images___115226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___115226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___115226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___115226.png,test,4.6019516,1.906143,-0.5223757,1.656955,-3.4688594
PASD:ava_images___115350,PASD,ava_images___115350.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___115350.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___115350.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___115350.png,train,1.4853107,-1.8862288,1.0479953,1.3351729,-1.024739
PASD:ava_images___115385,PASD,ava_images___115385.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___115385.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___115385.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___115385.png,test,2.4250522,-0.79963565,-0.3112407,0.63371515,2.1104634
PASD:ava_images___11607,PASD,ava_images___11607.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___11607.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___11607.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___11607.png,test,-2.404591,-0.020176888,0.46040207,-3.5970006,-0.110310614
PASD:ava_images___117087,PASD,ava_images___117087.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___117087.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___117087.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___117087.png,test,4.0553093,-0.44364476,-1.4072778,2.2932024,-1.3881545
PASD:ava_images___118960,PASD,ava_images___118960.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___118960.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___118960.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___118960.png,train,-0.7679882,-1.8921694,0.30412656,-0.8920671,-0.43777555
PASD:ava_images___119484,PASD,ava_images___119484.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___119484.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___119484.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___119484.png,test,6.3301754,0.74065304,-0.43365517,2.7717538,-4.7122707
PASD:ava_images___119989,PASD,ava_images___119989.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___119989.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___119989.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___119989.png,test,-1.4593643,-1.3211958,0.7294763,-1.8093134,0.33298612
PASD:ava_images___120725,PASD,ava_images___120725.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___120725.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___120725.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___120725.png,train,-2.1387734,-1.1730027,-0.40248695,-0.55523455,0.8699993
PASD:ava_images___121734,PASD,ava_images___121734.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___121734.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___121734.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___121734.png,test,2.4114046,-0.036649704,4.1134653,-0.33540666,-0.9149292
PASD:ava_images___12322,PASD,ava_images___12322.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___12322.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___12322.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___12322.png,test,-0.29271916,-2.5358486,-1.6207261,-0.04321122,-0.36988086
PASD:ava_images___12327,PASD,ava_images___12327.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___12327.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___12327.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___12327.png,test,-2.791779,1.3935597,1.4374642,-4.083901,-0.053450167
PASD:ava_images___123450,PASD,ava_images___123450.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___123450.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___123450.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___123450.png,train,-4.7450585,2.872944,-0.9443733,1.9719794,1.3643079
PASD:ava_images___124788,PASD,ava_images___124788.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___124788.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___124788.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___124788.png,test,-1.7249426,-1.2623663,-0.549827,-1.3713971,0.1836772
PASD:ava_images___124946,PASD,ava_images___124946.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___124946.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___124946.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___124946.png,test,-2.3202372,-0.012217045,0.052682936,-1.1080624,1.007881
PASD:ava_images___1260,PASD,ava_images___1260.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___1260.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___1260.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___1260.png,test,-1.9403087,0.08378625,0.71866506,-2.4217496,0.28423053
PASD:ava_images___126023,PASD,ava_images___126023.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___126023.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___126023.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___126023.png,test,-2.2087004,2.664417,-2.2405796,-3.1524196,0.38236877
PASD:ava_images___126379,PASD,ava_images___126379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___126379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___126379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___126379.png,train,5.1066713,-0.6447487,-1.444461,2.4397802,-4.7782307
PASD:ava_images___127867,PASD,ava_images___127867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___127867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___127867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___127867.png,test,3.5095725,1.5826342,0.818641,-1.2557126,1.8033078
PASD:ava_images___129466,PASD,ava_images___129466.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___129466.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___129466.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___129466.png,test,0.21358167,0.32508278,2.907631,-2.2164044,-0.16570061
PASD:ava_images___130457,PASD,ava_images___130457.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___130457.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___130457.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___130457.png,test,2.8899684,-1.4231851,-0.1625976,2.0547185,-3.6347253
PASD:ava_images___133344,PASD,ava_images___133344.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___133344.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___133344.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___133344.png,test,-0.75637484,-2.4845476,-0.22180915,0.12363762,1.0357834
PASD:ava_images___134133,PASD,ava_images___134133.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___134133.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___134133.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___134133.png,train,-1.5481712,2.697531,-1.1590767,-3.1692424,-3.3464553
PASD:ava_images___134572,PASD,ava_images___134572.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___134572.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___134572.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___134572.png,test,-0.6053935,-1.2525,-1.5453193,-0.89583814,-0.97978073
PASD:ava_images___134683,PASD,ava_images___134683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___134683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___134683.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___134683.png,train,1.7698909,-2.1758938,-0.93865085,0.4632702,-2.012498
PASD:ava_images___135271,PASD,ava_images___135271.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___135271.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___135271.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___135271.png,test,1.3864735,-0.044480562,0.54557127,-1.0193703,-1.8684652
PASD:ava_images___135691,PASD,ava_images___135691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___135691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___135691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___135691.png,test,1.1365114,0.3595705,3.4932709,-1.7173992,0.3248461
PASD:ava_images___136443,PASD,ava_images___136443.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___136443.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___136443.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___136443.png,test,0.016624816,-0.24388719,0.113823175,0.089502156,-3.5643537
PASD:ava_images___136509,PASD,ava_images___136509.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___136509.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___136509.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___136509.png,train,1.1904918,-1.474839,1.8899498,-0.19774234,0.7414651
PASD:ava_images___13700,PASD,ava_images___13700.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___13700.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___13700.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___13700.png,test,-1.4999336,-0.58481526,-1.0798311,0.33844197,-0.45695573
PASD:ava_images___137812,PASD,ava_images___137812.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___137812.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___137812.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___137812.png,train,-0.5217787,1.7989571,-0.8790391,-2.58813,1.5233979
PASD:ava_images___1391,PASD,ava_images___1391.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___1391.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___1391.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___1391.png,test,-0.9551062,-1.4423342,0.2911473,-1.4370502,0.93760294
PASD:ava_images___140008,PASD,ava_images___140008.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___140008.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___140008.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___140008.png,train,-3.7837832,1.5614698,-1.0990224,3.2377658,0.1287415
PASD:ava_images___140582,PASD,ava_images___140582.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___140582.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___140582.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___140582.png,test,1.0693514,-0.3694632,1.3473339,-1.0984453,-0.52162176
PASD:ava_images___140624,PASD,ava_images___140624.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___140624.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___140624.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___140624.png,test,2.8425505,0.40420556,2.1300027,1.3676021,-2.6274617
PASD:ava_images___141670,PASD,ava_images___141670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___141670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___141670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___141670.png,train,1.8426358,2.4953296,5.28303,-1.3965005,-0.31128997
PASD:ava_images___144449,PASD,ava_images___144449.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___144449.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___144449.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___144449.png,train,0.72494644,-0.019719362,1.9440937,-0.120970845,-1.1697569
PASD:ava_images___144898,PASD,ava_images___144898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___144898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___144898.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___144898.png,test,-1.4953465,3.3265026,6.412891,0.34894207,-1.9956985
PASD:ava_images___145037,PASD,ava_images___145037.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___145037.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___145037.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___145037.png,test,-0.23967628,-0.53914833,0.6333588,1.3374534,-0.6406974
PASD:ava_images___145651,PASD,ava_images___145651.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___145651.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___145651.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___145651.png,train,0.6092994,-0.4013958,2.0484958,-1.9730734,-0.10455245
PASD:ava_images___14628,PASD,ava_images___14628.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___14628.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___14628.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___14628.png,train,5.691872,0.29008937,-1.2586155,2.662228,-2.5047464
PASD:ava_images___146637,PASD,ava_images___146637.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___146637.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___146637.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___146637.png,test,-2.6344197,-0.12549591,3.0539978,1.0346963,1.6555018
PASD:ava_images___14765,PASD,ava_images___14765.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___14765.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___14765.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___14765.png,train,-1.9073613,-0.707211,-1.6272559,-2.2544813,-0.6498844
PASD:ava_images___148959,PASD,ava_images___148959.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___148959.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___148959.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___148959.png,train,-1.4355364,3.9715707,-1.3622417,-2.1164598,1.394167
PASD:ava_images___14910,PASD,ava_images___14910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___14910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___14910.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___14910.png,test,1.726301,-0.68342733,3.0400014,-0.6043794,-0.8895239
PASD:ava_images___150459,PASD,ava_images___150459.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___150459.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___150459.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___150459.png,test,-1.9379184,0.47441173,-2.3471713,-3.0158968,-1.7343659
PASD:ava_images___151493,PASD,ava_images___151493.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___151493.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___151493.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___151493.png,test,-1.0090566,-2.1108093,-1.7607951,-1.1815361,-0.11602074
PASD:ava_images___152465,PASD,ava_images___152465.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___152465.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___152465.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___152465.png,test,5.2438297,2.381871,-1.224103,3.410853,-4.329042
PASD:ava_images___153365,PASD,ava_images___153365.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___153365.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___153365.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___153365.png,train,4.795207,0.8216059,0.06706917,4.0637183,-5.5547924
PASD:ava_images___155454,PASD,ava_images___155454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___155454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___155454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___155454.png,train,0.7511489,-0.8058646,2.364991,-0.4944744,-0.8314591
PASD:ava_images___156213,PASD,ava_images___156213.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___156213.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___156213.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___156213.png,test,-2.506998,-0.17328954,0.16075289,-2.1247864,0.1447438
PASD:ava_images___157270,PASD,ava_images___157270.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___157270.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___157270.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___157270.png,test,-1.158206,-1.9031833,-0.47586256,0.14573884,1.0518001
PASD:ava_images___157327,PASD,ava_images___157327.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___157327.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___157327.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___157327.png,train,0.017706238,-3.399609,-0.43135825,1.8212829,0.4753069
PASD:ava_images___158047,PASD,ava_images___158047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/PASD/ava_images___158047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___158047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___158047.png,train,4.280956,2.4065177,3.3854346,-1.5824751,-0.28716892
